Feature,Metric,Comparison,Welch_F,P_value,Result,ND_Value,CD_ED_Value,MD_Value
AU01_r,std,ND_vs_CD_ED_vs_MD,1.469,0.2539340504820163,기각하지 못함 (차이 없음),0.3718,0.4936,0.2655
AU02_r,std,ND_vs_CD_ED_vs_MD,0.9327,0.40936931295946966,기각하지 못함 (차이 없음),0.2768,0.334,0.209
AU04_r,std,ND_vs_CD_ED_vs_MD,2.3696,0.12052848486859025,기각하지 못함 (차이 없음),0.2916,0.1887,0.1226
AU05_r,std,ND_vs_CD_ED_vs_MD,0.5315,0.5986453167377148,기각하지 못함 (차이 없음),0.1383,0.1763,0.1381
AU06_r,std,ND_vs_CD_ED_vs_MD,0.489,0.6208287038114679,기각하지 못함 (차이 없음),0.2552,0.2907,0.28
AU07_r,std,ND_vs_CD_ED_vs_MD,0.5182,0.6038566307621679,기각하지 못함 (차이 없음),0.2833,0.3417,0.3614
AU09_r,std,ND_vs_CD_ED_vs_MD,1.3891,0.27760643835613236,기각하지 못함 (차이 없음),0.142,0.1844,0.2333
AU10_r,std,ND_vs_CD_ED_vs_MD,1.1253,0.3447762330500437,기각하지 못함 (차이 없음),0.291,0.3728,0.2983
AU12_r,std,ND_vs_CD_ED_vs_MD,4.4096,0.029723477211765065,기각 (차이 있음),0.1317,0.3356,0.1758
AU14_r,std,ND_vs_CD_ED_vs_MD,2.559,0.10298493058887069,기각하지 못함 (차이 없음),0.3624,0.4044,0.272
AU15_r,std,ND_vs_CD_ED_vs_MD,1.5842,0.23526840160234486,기각하지 못함 (차이 없음),0.1815,0.2375,0.1888
AU17_r,std,ND_vs_CD_ED_vs_MD,2.9417,0.07540403761966391,기각하지 못함 (차이 없음),0.2619,0.314,0.2454
AU20_r,std,ND_vs_CD_ED_vs_MD,2.4156,0.11563225411783461,기각하지 못함 (차이 없음),0.1777,0.1626,0.1239
AU23_r,std,ND_vs_CD_ED_vs_MD,1.1276,0.347807850038405,기각하지 못함 (차이 없음),0.2386,0.3111,0.2169
AU25_r,std,ND_vs_CD_ED_vs_MD,2.0783,0.1540496442434924,기각하지 못함 (차이 없음),0.3893,0.513,0.4458
AU26_r,std,ND_vs_CD_ED_vs_MD,3.6456,0.047381534524517835,기각 (차이 있음),0.3186,0.4727,0.3418
AU45_r,std,ND_vs_CD_ED_vs_MD,1.49,0.2554314563454799,기각하지 못함 (차이 없음),0.3251,0.4245,0.4467
pose_Tx,std,ND_vs_CD_ED_vs_MD,0.5532,0.5841435347520725,기각하지 못함 (차이 없음),501523.7112,5.3558,5.3795
pose_Ty,std,ND_vs_CD_ED_vs_MD,0.7756,0.47324395516248147,기각하지 못함 (차이 없음),376146.9973,6.5304,5.3398
pose_Tz,std,ND_vs_CD_ED_vs_MD,0.5631,0.5793296349188923,기각하지 못함 (차이 없음),783624.262,4.1317,4.2844
pose_Rx,std,ND_vs_CD_ED_vs_MD,1.5204,0.24491165165943982,기각하지 못함 (차이 없음),0.0759,0.0494,0.0605
pose_Ry,std,ND_vs_CD_ED_vs_MD,1.3188,0.2955924134063401,기각하지 못함 (차이 없음),0.0589,0.0294,0.0368
pose_Rz,std,ND_vs_CD_ED_vs_MD,1.4197,0.26804822453846194,기각하지 못함 (차이 없음),0.043,0.0288,0.0395
Speed,std,ND_vs_CD_ED_vs_MD,9.9416,0.0013015555079004344,기각 (차이 있음),10.9788,6.1118,3.9663
Acceleration,std,ND_vs_CD_ED_vs_MD,4.8945,0.02023689528046971,기각 (차이 있음),4.5286,3.1125,2.6336
Brake,std,ND_vs_CD_ED_vs_MD,6.2031,0.009465623941865531,기각 (차이 있음),54.7606,26.0884,21.6319
Steering,std,ND_vs_CD_ED_vs_MD,1.69,0.22303488477492248,기각하지 못함 (차이 없음),0.0264,0.044,0.0429
LaneOffset,std,ND_vs_CD_ED_vs_MD,8.632,0.003626158671465317,기각 (차이 있음),0.2623,0.1674,0.1821
gaze_0_x,std,ND_vs_CD_ED_vs_MD,0.8439,0.44556140237056935,기각하지 못함 (차이 없음),0.0484,0.0395,0.0469
gaze_0_y,std,ND_vs_CD_ED_vs_MD,0.5729,0.5734290780787749,기각하지 못함 (차이 없음),0.0608,0.0567,0.0653
gaze_0_z,std,ND_vs_CD_ED_vs_MD,2.2822,0.1316581124753249,기각하지 못함 (차이 없음),0.0852,0.0231,0.0303
gaze_1_x,std,ND_vs_CD_ED_vs_MD,0.0963,0.9086523218145384,기각하지 못함 (차이 없음),0.0482,0.0452,0.0486
gaze_1_y,std,ND_vs_CD_ED_vs_MD,0.8696,0.43502353463953236,기각하지 못함 (차이 없음),0.0617,0.0574,0.0674
gaze_1_z,std,ND_vs_CD_ED_vs_MD,2.3215,0.12832450678949603,기각하지 못함 (차이 없음),0.0853,0.0236,0.0329
gaze_angle_x,std,ND_vs_CD_ED_vs_MD,0.6249,0.5459542157639022,기각하지 못함 (차이 없음),0.0427,0.0336,0.0389
gaze_angle_y,std,ND_vs_CD_ED_vs_MD,0.6204,0.5482137499589069,기각하지 못함 (차이 없음),0.0602,0.0567,0.0658
gaze_vel,std,ND_vs_CD_ED_vs_MD,0.4294,0.6572890644273469,기각하지 못함 (차이 없음),32.8621,35.2197,39.3363
gaze_amp,std,ND_vs_CD_ED_vs_MD,0.4971,0.6162719090616452,기각하지 못함 (차이 없음),1.2089,1.2971,1.4561
gaze_acc,std,ND_vs_CD_ED_vs_MD,0.5261,0.5995033119220915,기각하지 못함 (차이 없음),1012.8131,1092.2827,1220.3378
